"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Europe & Central Asia","ECS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7885338345865","","","","","","","","","","","","","","","","","","",
"Euro area","EMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","2003.94175624302","1768.64893323575","","","","","","","","","","","","","","","","","","","35.1574354271674","35.1902538119473","37.0105702629969","46.7322032984571","48.1390226944522","57.9249461467052","64.2492630442525","64.0463520024217","64.3080230625696","59.2051839637685","56.4602218744994","51.9977631328672","50.1525230848091","45.4755013109904","43.4376841299849","40.2343199754081","35.7479971637415","31.7331273426985","35.7047178362371","48.1994103860454","49.9611949485467","57.7899857640377","77.446159411603","91.8693310672975","104.927837414283","104.513601500945","105.968137016467","106.577780516625","107.203121919581","111.293101240882","138.955245532848","132.547539168518","109.021131387118","107.392919205272","105.639074777338","",
"Estonia","EST","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1758923635809","49.6471547793914","43.3007948756543","71.5033855542775","90.2523100095927","80.6182076424932","70.3936489385985","67.7317426757118","76.0638442706389","83.4720247831402","","","","","","","","","","","","","","10.733283781495","26.9372797365191","27.9431250379303","29.0056817322355","30.0951138170263","32.5332245901733","31.4488445669584","","","","","","",
"European Union","EUU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4750437379078","17.01269264076","34.1053360183611","51.6838492204665","58.3135962623348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8418217433888","33.6735845779785","36.5383548067393","36.6282593243799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1265032594345","25.9631355889374","24.6789076055627","25.5717958565802","27.4856202419944","26.6937762883914","23.7828362712429","30.5527561343995","25.9593969230769","31.5972203342618","23.6979660714286","24.1514441624365","27.7955651702173","","","","","",
"Gabon","GAB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2033709452908","29.1948960284953","30.3997500632281","35.3135500060757","40.4800884599488","88.2190284248486","87.1897058807433","88.2229100746031","90.0985636275882","87.2968787467984","87.284376049437","84.04178204707","86.1686223366587","86.4073086616893","90.2045973945536","91.8639528693767","91.788062892401","93.3735852072108","104.84023075526","122.887383328898","130.497283454602","143.125971214621","146.371335905972","141.033172505075","149.584281299965","147.063146778865","155.581504971929","160.141177233502","156.766820519267","158.972569875821","194.682828796265","183.804848939919","138.215904304967","136.142431919028","131.073062954793","",
"Georgia","GEO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.051634865257","46.4029985782603","45.902215196821","56.9064733876267","60.7776033305696","58.5196339627013","56.0323643991609","55.4493025751073","45.5074088345535","36.9156072188349","29.2292335361289","23.090087672862","19.2040626581459","23.4732554299105","30.8567774936061","31.4208316402546","27.6972297789187","28.1048141377209","28.9477658041046","30.3921568627451","36.0003473428274","39.4788389461877","38.8413159167876","38.2238727024287","44.723685798174","65.193315792645","54.7271260127791","42.9693933571232","43.4063813624702","40.0993201611166","",
"Ghana","GHA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
